Año;Mes;Mes Corto;Mes Numero;Codigo IPRESS;Clinica Descripcion;Region;Provincia;Distrito;Competencia;Cant Atenciones Medicas;Cirugia Mayor Efectiva;Cirugia Menor Efectiva
2026;JULIO;JUL;7;11167;Oftalmomedic;LIMA;LIMA;CERCADO;LIMA CENTRO;548;67;45
2026;JULIO;JUL;7;12020;Clinica Oftalmologica Ñahui Salud - Surquillo;LIMA;LIMA;SURQUILLO;LIMA CENTRO;8938;0;233
2026;JULIO;JUL;7;9483;Oculaser SAC;LIMA;LIMA;LIMA;LIMA CENTRO;674;0;133
2026;JULIO;JUL;7;15927;Clinica de Ojos D'opeluse;LIMA;LIMA;LINCE;LIMA CENTRO;5820;92;41
2026;JULIO;JUL;7;23852;Oftalmosalud - Los Olivos;LIMA;LIMA;LOS OLIVOS;LIMA NORTE;2678;0;32
2026;JULIO;JUL;7;10739;Clinica Oftalmologica Wong;LIMA;LIMA;SAN ISIDRO;LIMA CENTRO;2135;0;308
2026;JULIO;JUL;7;17099;Oftalmologos Contreras C.SCRL;LIMA;LIMA;SAN ISIDRO;LIMA CENTRO;229;26;5
2026;JULIO;JUL;7;30606;Visana Clinica Especializada Oftalmologica;LIMA;LIMA;COMAS;LIMA NORTE;1065;;
2026;JULIO;JUL;7;9505;Oftalmosalud - San Isidro;LIMA;LIMA;SAN ISIDRO;LIMA CENTRO;6764;402;134
2026;JULIO;JUL;7;18626;Oftalmica;LIMA;LIMA;SAN BORJA;LIMA CENTRO;2832;214;20
2026;JULIO;JUL;7;11372;Futuro Vision ;LIMA;LIMA;SAN BORJA;LIMA CENTRO;1250;0;59
2026;JULIO;JUL;7;15716;Clinica Vista;LIMA;LIMA;JESUS MARIA;LIMA CENTRO;575;0;91
2026;JULIO;JUL;7;20230;Clinica de ojos Global Laser;LIMA;LIMA;PUEBLO LIBRE;LIMA CENTRO;1281;0;107
2026;JULIO;JUL;7;;Clinica OftalmoMédic - Lima Norte;LIMA;LIMA;LOS OLIVOS;LIMA NORTE;755;0;25
2026;JULIO;JUL;7;;Clinica OftalmoMédic - Lince;LIMA;LIMA;LINCE;LIMA CENTRO;505;0;17
2026;AGOSTO;AGO;8;12429;Clinica Oftalmologica Wong;LIMA;LIMA;LOS OLIVOS;LIMA NORTE;679;;
2026;AGOSTO;AGO;8;28155;Consultorio Medico Oftalmologico Vista;LIMA;LIMA;COMAS;LIMA NORTE;;;
2026;AGOSTO;AGO;8;34209;Clinica Oftalmologica Ñahui Salud - Comas;LIMA;LIMA;COMAS;LIMA NORTE;1864;0;51
2026;AGOSTO;AGO;8;25804;Opero;LIMA;LIMA;CERCADO;LIMA CENTRO;38;1;27
2026;AGOSTO;AGO;8;22016;Clinica la Luz Oftalmologica;LIMA;LIMA;CERCADO;LIMA CENTRO;2202;17;14
2026;AGOSTO;AGO;8;20976;Visual Center Clinica de Ojos;LIMA;LIMA;SAN MIGUEL;LIMA CENTRO;1810;62;133
2026;AGOSTO;AGO;8;11741;Clinica Nortvision;LIMA;LIMA;PUEBLO LIBRE;LIMA CENTRO;453;60;18
2026;AGOSTO;AGO;8;10669;Clinica Peruana para la Vision;LIMA;LIMA;JESUS MARIA;LIMA CENTRO;;;
2026;AGOSTO;AGO;8;17703;OPRECE;LIMA;LIMA;MAGDALENA;LIMA CENTRO;;;
2026;AGOSTO;AGO;8;29299;Mas Vision;LIMA;LIMA;LINCE;LIMA CENTRO;254;3;169
2026;AGOSTO;AGO;8;11358;Confia Instituto Oftalmologico;LIMA;LIMA;SAN ISIDRO;LIMA CENTRO;402;26;45
2026;AGOSTO;AGO;8;9933;Clinica Oftalmologica Macula D&T ;LIMA;LIMA;SAN ISIDRO;LIMA CENTRO;1610;0;80
2026;AGOSTO;AGO;8;15182;Clinica Optima Vision;LIMA;LIMA;MIRAFLORES;LIMA CENTRO;577;0;8
2026;AGOSTO;AGO;8;13900;OftalmoSalud - Surco;LIMA;LIMA;SURCO;LIMA CENTRO;585;0;5
2026;AGOSTO;AGO;8;23741;Clinica Oftalmo Vissum;LIMA;LIMA;SURCO;LIMA CENTRO;437;0;23
2026;AGOSTO;AGO;8;15461;Vista Salud Centro Oftalmologico;LIMA;LIMA;SURCO;LIMA CENTRO;694;0;41
2026;AGOSTO;AGO;8;17676;OftalmoSalud - SJM;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA CENTRO;3241;0;70
2026;AGOSTO;AGO;8;11167;Oftalmomedic;LIMA;LIMA;CERCADO;LIMA CENTRO;721;65;41
2026;AGOSTO;AGO;8;12020;Clinica Oftalmologica Ñahui Salud - Surquillo;LIMA;LIMA;SURQUILLO;LIMA CENTRO;10070;0;345
2026;AGOSTO;AGO;8;9483;Oculaser SAC;LIMA;LIMA;LIMA;LIMA CENTRO;749;0;157
2026;AGOSTO;AGO;8;15927;Clinica de Ojos D'opeluse;LIMA;LIMA;LINCE;LIMA CENTRO;6159;82;34
2026;AGOSTO;AGO;8;23852;Oftalmosalud - Los Olivos;LIMA;LIMA;LOS OLIVOS;LIMA NORTE;2875;0;39
2026;AGOSTO;AGO;8;10739;Clinica Oftalmologica Wong;LIMA;LIMA;SAN ISIDRO;LIMA CENTRO;2351;0;306
2026;AGOSTO;AGO;8;17099;Oftalmologos Contreras C.SCRL;LIMA;LIMA;SAN ISIDRO;LIMA CENTRO;277;30;2
2026;AGOSTO;AGO;8;30606;Visana Clinica Especializada Oftalmologica;LIMA;LIMA;COMAS;LIMA NORTE;1136;;
2026;AGOSTO;AGO;8;9505;Oftalmosalud - San Isidro;LIMA;LIMA;SAN ISIDRO;LIMA CENTRO;7830;456;172
2026;AGOSTO;AGO;8;18626;Oftalmica;LIMA;LIMA;SAN BORJA;LIMA CENTRO;3107;246;34
2026;AGOSTO;AGO;8;11372;Futuro Vision ;LIMA;LIMA;SAN BORJA;LIMA CENTRO;1375;0;96
2026;AGOSTO;AGO;8;15716;Clinica Vista;LIMA;LIMA;JESUS MARIA;LIMA CENTRO;592;0;178
2026;AGOSTO;AGO;8;20230;Clinica de ojos Global Laser;LIMA;LIMA;PUEBLO LIBRE;LIMA CENTRO;1355;0;159
2026;AGOSTO;AGO;8;;Clinica OftalmoMédic - Lima Norte;LIMA;LIMA;LOS OLIVOS;LIMA NORTE;897;0;10
2026;AGOSTO;AGO;8;;Clinica OftalmoMédic - Lince;LIMA;LIMA;LINCE;LIMA CENTRO;524;0;33
